ein;zip;tax_year;revenue_amt
237******;18********;2014;0     *****
237******;16********;2016;0     *****
237******;15********;2014;0     *****
237******;15********;2017;0     *****
237******;17********;2017;0     *****
237******;19********;2017;0     *****
237******;19********;2017;0     *****
237******;17********;2017;0     *****
237******;17********;2017;0     *****
237******;19********;2017;0     *****
237******;17********;2017;0     *****
237******;19********;2015;0     *****
237******;19********;2017;0     *****
237******;17********;2017;0     *****
237******;18********;2017;0     *****
237******;16********;2017;0     *****
237******;16********;2017;0     *****
237******;17********;2017;0     *****
237******;18********;2016;0     *****
*;*;*;*
237******;17********;2016;0     *****
237******;19********;2017;0     *****
237******;17********;2017;0     *****
237******;19********;2017;0     *****
237******;17********;2016;0     *****
237******;17********;2017;0     *****
237******;15********;2017;0     *****
237******;15********;2017;0     *****
237******;18********;2016;0     *****
237******;18********;2016;0     *****
237******;18********;2017;0     *****
237******;17********;2016;0     *****
237******;17********;2017;0     *****
237******;17********;2017;0     *****
237******;17********;2017;0     *****
237******;15********;2016;0     *****
237******;17********;2016;0     *****
237******;17********;2015;0     *****
237******;17********;2017;0     *****
237******;19********;2017;0     *****
237******;19********;2017;0     *****
237******;17********;2017;0     *****
237******;16********;2017;0     *****
237******;15********;2017;0     *****
237******;16********;2017;0     *****
237******;16********;2017;0     *****
237******;16********;2016;0     *****
237******;15********;2017;0     *****
237******;17********;2016;0     *****
237******;15********;2017;0     *****
237******;15********;2017;0     *****
237******;18********;2017;0     *****
237******;19********;2017;0     *****
237******;18********;2016;0     *****
237******;17********;2017;0     *****
*;*;*;*
*;*;*;*
237******;16********;2017;0     *****
*;*;*;*
237******;18********;2014;0     *****
*;*;*;*
237******;17********;2017;0     *****
237******;16********;2017;0     *****
237******;16********;2016;0     *****
237******;16********;2016;0     *****
237******;16********;2016;0     *****
237******;16********;2016;0     *****
237******;16********;2016;0     *****
237******;15********;2016;0     *****
237******;17********;2016;0     *****
237******;17********;2016;0     *****
237******;17********;2016;0     *****
237******;19********;2016;0     *****
237******;18********;2016;0     *****
237******;16********;2016;0     *****
237******;15********;2016;0     *****
237******;16********;2016;0     *****
237******;17********;2016;0     *****
237******;16********;2016;0     *****
237******;17********;2016;0     *****
237******;17********;2016;0     *****
237******;15********;2016;0     *****
237******;16********;2017;0     *****
237******;15********;2017;0     *****
237******;15********;2016;0     *****
237******;19********;2017;0     *****
237******;15********;2017;0     *****
237******;15********;2017;0     *****
237******;15********;2015;0     *****
237******;15********;2017;0     *****
237******;15********;2017;0     *****
237******;15********;2017;0     *****
237******;15********;2016;0     *****
237******;15********;2016;0     *****
237******;15********;2017;0     *****
237******;19********;2017;0     *****
237******;15********;2016;0     *****
237******;15********;2017;0     *****
237******;15********;2017;0     *****
237******;15********;2016;0     *****
237******;15********;2017;0     *****
237******;15********;2017;0     *****
237******;15********;2017;0     *****
237******;15********;2017;0     *****
237******;15********;2017;0     *****
237******;15********;2017;0     *****
237******;15********;2017;0     *****
237******;15********;2017;0     *****
237******;15********;2016;0     *****
*;*;*;*
237******;19********;2016;0     *****
237******;19********;2016;0     *****
237******;19********;2016;0     *****
237******;19********;2016;0     *****
237******;19********;2016;0     *****
237******;19********;2016;0     *****
237******;17********;2014;0     *****
237******;15********;2016;0     *****
237******;19********;2016;*****
237******;19********;2016;*****
237******;19********;2016;*****
237******;17********;2016;*****
237******;19********;2016;*****
*;*;*;*
237******;15********;2017;*****
237******;15********;2017;*****
237******;19********;2016;*****
237******;17********;2016;*****
*;*;*;*
*;*;*;*
237******;18********;2016;*****
*;*;*;*
237******;19********;2017;*****
237******;15********;2016;*****
237******;17********;2016;*****
*;*;*;*
237******;17********;2017;*****
237******;18********;2016;*****
237******;18********;2016;*****
237******;15********;2016;*****
237******;19********;2016;*****
*;*;*;*
237******;18********;2016;*****
*;*;*;*
237******;15********;2016;*****
237******;17********;2016;*****
237******;19********;2016;*****
*;*;*;*
*;*;*;*
237******;18********;2016;*****
237******;18********;2016;*****
237******;17********;2016;*****
237******;17********;2016;*****
237******;19********;2016;*****
237******;15********;2016;*****
237******;19********;2017;*****
*;*;*;*
237******;19********;2017;*****
237******;19********;2016;*****
237******;17********;2016;*****
237******;19********;2016;*****
237******;18********;2016;*****
237******;15********;2016;*****
237******;19********;2016;*****
237******;17********;2016;*****
237******;19********;;*****
237******;17********;2016;*****
237******;15********;2016;*****
237******;15********;2017;*****
237******;15********;2016;*****
237******;19********;2016;*****
237******;19********;2016;*****
237******;15********;2016;*****
237******;19********;2016;*****
237******;15********;2016;*****
237******;19********;2016;*****
*;*;*;*
*;*;*;*
237******;18********;2016;*****
237******;19********;2016;*****
237******;18********;2016;*****
237******;19********;2017;*****
237******;18********;2017;0     *****
237******;17********;2016;*****
237******;19********;2017;0     *****
237******;17********;2016;*****
*;*;*;*
237******;15********;2016;0     *****
*;*;*;*
237******;17********;2016;*****
237******;18********;2016;*****
*;*;*;*
*;*;*;*
237******;19********;2016;*****
237******;19********;2016;*****
*;*;*;*
237******;18********;2016;*****
237******;19********;2016;*****
237******;15********;2016;*****
237******;19********;2016;*****
*;*;*;*
237******;15********;2017;*****
237******;19********;2016;*****
237******;18********;2017;*****
237******;17********;2016;*****
237******;19********;2016;*****
*;*;*;*
237******;15********;2017;*****
237******;17********;2016;*****
*;*;*;*
237******;17********;2016;*****
237******;17********;2016;*****
237******;17********;2016;*****
237******;19********;2016;*****
237******;19********;2016;*****
237******;19********;2016;*****
237******;17********;2016;*****
237******;19********;2016;*****
237******;17********;2016;*****
237******;19********;2016;*****
*;*;*;*
237******;19********;2016;*****
237******;19********;2016;*****
237******;19********;2016;*****
237******;19********;2016;*****
237******;15********;2016;*****
237******;19********;2016;*****
237******;19********;2016;*****
237******;17********;2016;*****
237******;19********;2017;*****
*;*;*;*
237******;19********;2017;*****
237******;19********;2016;*****
237******;19********;2016;*****
*;*;*;*
237******;19********;2017;*****
237******;19********;2016;*****
237******;17********;2016;*****
237******;19********;2016;*****
237******;15********;2016;*****
237******;15********;2017;*****
237******;15********;2017;*****
237******;19********;2016;*****
237******;17********;2016;*****
237******;19********;2016;0     *****
*;*;*;*
237******;15********;2016;*****
237******;15********;2017;*****
237******;15********;2016;*****
237******;18********;2016;*****
237******;15********;;*****
237******;17********;2016;*****
237******;17********;2013;*****
237******;15********;2017;*****
237******;18********;2016;*****
237******;17********;2016;*****
*;*;*;*
237******;18********;2016;*****
237******;15********;2016;*****
*;*;*;*
237******;17********;2017;*****
237******;17********;2016;*****
237******;15********;2016;*****
237******;19********;2016;*****
237******;15********;2017;*****
237******;19********;2016;*****
*;*;*;*
237******;18********;2017;*****
237******;19********;2016;0     *****
237******;19********;2017;*****
237******;17********;2016;*****
237******;15********;2016;*****
237******;19********;2016;*****
237******;17********;2016;*****
237******;18********;2016;*****
237******;19********;2016;*****
*;*;*;*
237******;19********;2016;0     *****
237******;19********;2016;*****
237******;15********;2017;*****
237******;19********;2016;*****
*;*;*;*
237******;19********;2017;*****
237******;19********;2016;*****
237******;19********;2017;0     *****
*;*;*;*
237******;17********;2016;*****
237******;17********;2017;*****
237******;17********;2017;*****
237******;17********;2016;*****
*;*;*;*
237******;19********;2016;*****
237******;15********;2016;*****
237******;17********;2016;*****
237******;19********;2017;*****
237******;15********;2016;*****
*;*;*;*
237******;19********;2016;*****
237******;17********;2016;*****
237******;18********;2016;*****
237******;15********;2016;*****
237******;19********;2016;*****
237******;15********;2016;*****
237******;18********;2016;*****
237******;15********;2017;*****
237******;15********;2016;*****
237******;15********;2017;*****
237******;15********;2017;*****
237******;19********;2016;*****
237******;18********;2017;*****
237******;17********;2016;*****
237******;19********;2016;*****
*;*;*;*
237******;15********;2016;*****
237******;15********;2016;*****
237******;15********;2016;*****
237******;15********;2016;*****
237******;16********;2016;*****
237******;17********;2016;*****
237******;15********;2016;*****
237******;15********;2017;*****
237******;15********;2016;*****
237******;15********;2016;*****
237******;15********;2016;*****
237******;19********;2016;*****
237******;15********;2016;*****
237******;15********;2016;*****
237******;15********;2016;*****
237******;15********;2016;*****
237******;17********;2016;*****
237******;17********;2017;*****
237******;15********;2017;*****
237******;15********;2016;*****
237******;15********;2017;*****
237******;15********;2016;*****
237******;19********;2016;*****
237******;15********;2016;*****
237******;15********;2016;*****
237******;15********;2017;*****
237******;15********;2016;*****
237******;15********;2017;*****
*;*;*;*
237******;15********;2016;*****
237******;15********;2016;*****
237******;17********;;*****
237******;19********;2016;*****
237******;15********;2016;*****
237******;15********;2016;*****
237******;15********;2016;*****
237******;15********;2016;*****
237******;15********;2017;*****
237******;19********;2016;*****
237******;17********;2016;*****
237******;15********;2017;*****
237******;15********;2016;*****
237******;19********;2016;*****
237******;15********;2016;*****
237******;19********;2016;*****
237******;15********;2016;*****
237******;15********;2016;*****
237******;15********;2016;0     *****
237******;19********;2016;*****
237******;19********;2016;*****
237******;15********;2016;*****
237******;15********;2016;*****
*;*;*;*
237******;15********;2016;*****
237******;17********;;*****
237******;19********;2016;*****
237******;19********;2016;*****
237******;19********;2016;*****
237******;19********;2016;*****
237******;19********;2016;*****
237******;15********;2017;*****
237******;15********;2016;*****
237******;15********;2016;*****
237******;17********;2017;0     *****
237******;19********;2016;*****
237******;15********;2016;*****
237******;15********;2016;*****
237******;15********;2016;*****
237******;19********;2016;0     *****
237******;19********;2016;*****
237******;15********;2016;*****
237******;15********;2016;*****
237******;16********;2016;*****
237******;15********;2017;*****
237******;19********;2016;*****
237******;19********;;*****
237******;19********;2016;*****
237******;15********;2016;*****
237******;15********;2016;*****
237******;18********;2016;*****
237******;19********;2017;*****
237******;19********;2016;*****
237******;19********;2017;*****
237******;19********;2016;*****
237******;18********;2016;*****
237******;19********;2017;*****
237******;17********;2016;*****
237******;17********;2016;*****
237******;15********;2017;*****
237******;19********;2016;*****
237******;19********;2016;*****
237******;19********;2017;*****
237******;19********;;*****
237******;15********;2016;*****
237******;15********;2016;*****
237******;15********;2016;*****
237******;15********;2016;*****
237******;15********;2016;*****
237******;19********;2016;*****
237******;19********;2014;*****
237******;19********;2017;*****
237******;19********;2017;*****
238******;19********;2016;*****
238******;19********;2016;*****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
240******;17********;2017;0     *****
240******;18********;2016;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
240******;16********;2017;0     *****
*;*;*;*
*;*;*;*
240******;17********;2016;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
240******;18********;2017;0     *****
*;*;*;*
240******;16********;2014;0     *****
*;*;*;*
240******;18********;;*****
*;*;*;*
*;*;*;*
240******;16********;2017;0     *****
*;*;*;*
240******;16********;;*****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
240******;17********;2017;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
240******;17********;;*****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
240******;17********;2015;0     *****
240******;17********;2017;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
240******;18********;2016;0     *****
*;*;*;*
240******;18********;2015;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
240******;18********;2015;0     *****
*;*;*;*
240******;18********;;*****
240******;18********;;*****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
240******;17********;2017;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
240******;18********;;*****
240******;18********;;*****
240******;18********;;*****
240******;17********;;*****
240******;18********;;*****
240******;18********;;*****
240******;18********;;*****
240******;17********;;*****
240******;18********;;*****
240******;16********;;*****
240******;18********;2016;0     *****
240******;18********;;*****
240******;18********;;*****
240******;18********;2017;0     *****
240******;17********;;*****
240******;17********;;*****
240******;17********;;*****
240******;18********;;*****
240******;18********;;*****
240******;17********;2016;0     *****
240******;18********;;*****
240******;17********;;*****
*;*;*;*
240******;17********;2015;0     *****
*;*;*;*
*;*;*;*
240******;18********;2017;0     *****
*;*;*;*
*;*;*;*
240******;18********;;*****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
240******;17********;2016;0     *****
*;*;*;*
240******;18********;;*****
240******;18********;2015;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
240******;18********;2017;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
240******;18********;;*****
240******;18********;2017;0     *****
240******;18********;2017;0     *****
240******;16********;2017;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
240******;16********;2017;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
240******;18********;2017;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
240******;18********;2016;0     *****
*;*;*;*
240******;18********;2016;0     *****
240******;18********;2016;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
240******;17********;2017;0     *****
240******;17********;2015;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
240******;18********;2017;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
240******;18********;2016;0     *****
240******;17********;2017;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
240******;17********;2017;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
240******;18********;2015;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
240******;18********;2016;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
240******;17********;2017;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
240******;17********;;*****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
240******;18********;2017;0     *****
*;*;*;*
*;*;*;*
240******;18********;2014;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
240******;16********;;*****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
240******;17********;;*****
*;*;*;*
*;*;*;*
240******;18********;2014;0     *****
*;*;*;*
*;*;*;*
240******;18********;2017;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
240******;17********;2016;0     *****
*;*;*;*
*;*;*;*
240******;18********;2016;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
240******;18********;2016;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
240******;17********;2017;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
240******;18********;2017;0     *****
*;*;*;*
240******;18********;2017;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
240******;17********;2016;0     *****
240******;18********;2017;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
240******;18********;;*****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
240******;17********;2016;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
240******;18********;2017;0     *****
*;*;*;*
240******;18********;2016;0     *****
*;*;*;*
240******;18********;2016;0     *****
*;*;*;*
*;*;*;*
240******;18********;2013;*****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
240******;18********;;*****
*;*;*;*
*;*;*;*
240******;18********;;*****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
240******;18********;;*****
240******;18********;;*****
*;*;*;*
*;*;*;*
240******;18********;2011;*****
*;*;*;*
*;*;*;*
*;*;*;*
240******;18********;;*****
240******;18********;;*****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
240******;18********;;*****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
240******;18********;;*****
*;*;*;*
*;*;*;*
240******;17********;2013;*****
*;*;*;*
*;*;*;*
240******;18********;;*****
240******;18********;;*****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
240******;18********;;*****
240******;18********;2016;*****
*;*;*;*
*;*;*;*
240******;18********;;*****
240******;16********;2016;0     *****
240******;18********;;*****
240******;18********;;*****
240******;18********;2013;*****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
240******;18********;2017;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
240******;18********;;*****
*;*;*;*
*;*;*;*
240******;18********;2013;*****
240******;17********;2017;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
240******;18********;2017;0     *****
*;*;*;*
240******;16********;2017;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
240******;18********;;*****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
240******;18********;;*****
*;*;*;*
*;*;*;*
*;*;*;*
240******;18********;2010;*****
240******;18********;2016;0     *****
*;*;*;*
*;*;*;*
240******;18********;;*****
240******;18********;2017;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
240******;17********;2017;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
240******;17********;2013;*****
240******;18********;;*****
240******;18********;;*****
240******;18********;2011;*****
240******;18********;;*****
240******;18********;;*****
*;*;*;*
*;*;*;*
*;*;*;*
240******;18********;;*****
240******;18********;2016;*****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
240******;18********;;*****
240******;18********;;*****
240******;17********;;*****
240******;17********;2017;0     *****
*;*;*;*
240******;17********;;*****
240******;17********;;*****
*;*;*;*
*;*;*;*
*;*;*;*
240******;17********;;*****
*;*;*;*
240******;18********;;*****
240******;16********;2017;0     *****
240******;18********;;*****
*;*;*;*
*;*;*;*
240******;18********;;*****
240******;18********;;*****
240******;18********;;*****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
240******;18********;;*****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
240******;18********;;*****
240******;18********;;*****
*;*;*;*
240******;17********;;*****
*;*;*;*
240******;18********;;*****
240******;17********;2017;0     *****
240******;17********;;*****
240******;18********;2017;0     *****
*;*;*;*
*;*;*;*
240******;16********;2017;0     *****
*;*;*;*
*;*;*;*
240******;18********;;*****
*;*;*;*
*;*;*;*
240******;18********;;*****
*;*;*;*
*;*;*;*
*;*;*;*
240******;18********;2017;0     *****
*;*;*;*
240******;18********;2012;*****
240******;18********;;*****
*;*;*;*
*;*;*;*
240******;18********;;*****
*;*;*;*
*;*;*;*
240******;18********;2016;*****
240******;16********;2017;0     *****
*;*;*;*
240******;18********;2017;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
240******;17********;;*****
*;*;*;*
240******;18********;;*****
*;*;*;*
*;*;*;*
240******;18********;;*****
240******;18********;2015;0     *****
*;*;*;*
240******;16********;2016;0     *****
*;*;*;*
*;*;*;*
240******;18********;;*****
*;*;*;*
240******;18********;;*****
240******;18********;2016;0     *****
*;*;*;*
*;*;*;*
240******;16********;;*****
*;*;*;*
240******;18********;;*****
*;*;*;*
240******;18********;2015;0     *****
*;*;*;*
240******;16********;2014;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
240******;17********;;*****
240******;17********;;*****
240******;18********;2016;*****
240******;16********;;*****
240******;17********;;*****
240******;18********;;*****
*;*;*;*
*;*;*;*
240******;18********;;*****
240******;18********;;*****
240******;17********;;*****
240******;18********;;*****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
240******;16********;;*****
*;*;*;*
240******;18********;;*****
240******;18********;;*****
240******;17********;;*****
*;*;*;*
*;*;*;*
*;*;*;*
240******;17********;;*****
*;*;*;*
240******;18********;;*****
240******;17********;;*****
*;*;*;*
240******;18********;2016;*****
240******;18********;;*****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
240******;17********;2017;0     *****
*;*;*;*
240******;17********;2016;0     *****
240******;16********;2017;0     *****
240******;17********;;*****
*;*;*;*
240******;17********;2013;*****
*;*;*;*
240******;18********;;*****
*;*;*;*
240******;18********;;*****
240******;18********;;*****
240******;18********;;*****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
240******;18********;2016;0     *****
*;*;*;*
*;*;*;*
240******;18********;;*****
*;*;*;*
*;*;*;*
240******;17********;2016;0     *****
*;*;*;*
*;*;*;*
240******;18********;;*****
240******;17********;2017;0     *****
240******;18********;;*****
*;*;*;*
240******;18********;;*****
*;*;*;*
240******;18********;;*****
*;*;*;*
*;*;*;*
240******;18********;;*****
240******;18********;;*****
240******;18********;;*****
240******;18********;;*****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
240******;18********;;*****
240******;18********;;*****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
240******;18********;;*****
*;*;*;*
*;*;*;*
240******;17********;;*****
*;*;*;*
*;*;*;*
240******;18********;2012;*****
*;*;*;*
*;*;*;*
*;*;*;*
240******;18********;;*****
*;*;*;*
*;*;*;*
240******;18********;2016;0     *****
240******;18********;2016;0     *****
*;*;*;*
*;*;*;*
240******;18********;;*****
240******;16********;;*****
*;*;*;*
240******;17********;;*****
240******;18********;;*****
240******;18********;;*****
240******;18********;;*****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
240******;18********;;*****
*;*;*;*
240******;16********;;*****
*;*;*;*
*;*;*;*
*;*;*;*
240******;18********;;*****
*;*;*;*
240******;16********;;*****
*;*;*;*
240******;18********;;*****
240******;18********;2017;0     *****
240******;18********;2013;*****
*;*;*;*
240******;18********;2013;*****
*;*;*;*
*;*;*;*
240******;16********;2016;0     *****
*;*;*;*
240******;18********;2010;*****
*;*;*;*
240******;18********;;*****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
240******;18********;2017;0     *****
*;*;*;*
*;*;*;*
240******;17********;;*****
240******;16********;2017;0     *****
*;*;*;*
*;*;*;*
240******;18********;;*****
*;*;*;*
240******;16********;;*****
240******;18********;;*****
240******;17********;;*****
240******;16********;;*****
240******;18********;2016;0     *****
240******;18********;2016;0     *****
240******;18********;;*****
*;*;*;*
240******;16********;;*****
*;*;*;*
240******;18********;;*****
240******;16********;;*****
240******;17********;;*****
240******;17********;;*****
240******;18********;;*****
240******;18********;;*****
240******;17********;2015;0     *****
240******;18********;2016;0     *****
240******;18********;2016;0     *****
240******;18********;2017;0     *****
240******;17********;;*****
240******;18********;2017;0     *****
240******;18********;;*****
*;*;*;*
*;*;*;*
240******;16********;2017;0     *****
240******;18********;2016;0     *****
*;*;*;*
240******;18********;2017;0     *****
*;*;*;*
*;*;*;*
240******;16********;2017;0     *****
*;*;*;*
240******;17********;2017;0     *****
*;*;*;*
*;*;*;*
240******;18********;;*****
240******;18********;2016;0     *****
240******;17********;;*****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
246******;18********;;*****
246******;17********;;*****
246******;18********;;*****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
246******;18********;2017;0     *****
*;*;*;*
246******;18********;2016;*****
246******;15********;2016;*****
246******;15********;2017;*****
246******;15********;2008;*****
246******;15********;2008;*****
*;*;*;*
*;*;*;*
246******;15********;2016;*****
*;*;*;*
*;*;*;*
246******;17********;2016;*****
*;*;*;*
*;*;*;*
246******;15********;2016;*****
246******;18********;2016;0     *****
246******;18********;;*****
*;*;*;*
246******;18********;;*****
*;*;*;*
246******;15********;2016;*****
246******;15********;2016;*****
246******;15********;2017;*****
246******;15********;2017;*****
246******;15********;2016;*****
246******;15********;2016;*****
246******;15********;2016;*****
246******;15********;2017;*****
*;*;*;*
246******;17********;;*****
*;*;*;*
246******;17********;;*****
*;*;*;*
*;*;*;*
246******;19********;2016;*****
246******;18********;2016;0     *****
*;*;*;*
246******;18********;;*****
246******;18********;;*****
246******;17********;;*****
*;*;*;*
246******;18********;;*****
*;*;*;*
246******;18********;2016;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
246******;18********;;*****
246******;18********;;*****
246******;18********;;*****
*;*;*;*
*;*;*;*
246******;18********;;*****
246******;17********;2017;0     *****
246******;18********;2017;*****
246******;17********;;*****
*;*;*;*
246******;18********;2017;0     *****
246******;15********;2016;*****
246******;18********;;*****
246******;18********;;*****
*;*;*;*
246******;17********;2017;0     *****
246******;18********;2017;0     *****
*;*;*;*
246******;18********;;*****
*;*;*;*
*;*;*;*
246******;17********;;*****
246******;18********;2014;0     *****
*;*;*;*
*;*;*;*
246******;16********;;*****
*;*;*;*
*;*;*;*
246******;18********;2016;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
246******;18********;2017;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
246******;17********;2016;*****
*;*;*;*
246******;18********;2016;0     *****
246******;18********;2017;0     *****
*;*;*;*
246******;18********;2017;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
246******;17********;;*****
*;*;*;*
246******;18********;2017;0     *****
*;*;*;*
246******;17********;2017;0     *****
246******;17********;;*****
*;*;*;*
*;*;*;*
246******;18********;;*****
246******;18********;2017;0     *****
246******;16********;2017;0     *****
*;*;*;*
*;*;*;*
246******;18********;;*****
*;*;*;*
*;*;*;*
246******;17********;;*****
*;*;*;*
246******;16********;2016;0     *****
246******;18********;2017;0     *****
